lemma	pos	en_word	en_definition	sentence	code	wn_definition	confidence	lux_definition
Absence	SUBST	absence	non-presence	wat ass wärend menger Absence geschitt? 	ABSENCE1UNI1	the state of being absent	0.6362860798835754	den Zoustand vun der Absence
Abus	SUBST	abuse	misuse	a Saache Jugendaarbecht mussen all méiglech Abuse verhënnert ginn 	ABUS1UNI1	use wrongly or improperly or excessively	0.6524301171302795	falsch oder onpassend oder iwwerdriwwen benotzen
Acajou	SUBST	mahogany	wood	mäi Kleederschaf ass aus Acajou 	ACAJOU1UNI1	wood of any of various mahogany trees; much used for cabinetwork and furniture	0.6908831000328064	Holz vun all verschiddene Mahagoni-Beem; vill benotzt fir Schränkereien a Miwwelen
Acceleratioun	SUBST	acceleration	increase in speed	duerch d'Acceleratioun ginn d'Leit am Fliger an de Sëtz gedréckt 	ACCELERATIOUN1UNI2	the act of accelerating; increasing the speed	0.6393970847129822	d'Aktioun vun der Beschleunigung; d'Geschwindegkeet erhéijen
Accès	SUBST	access	way, entrance	den Accès an d'Schigebitt ass komplett zougeschneit 	ACCES1UNI3	a way of entering or leaving	0.6635811924934387	eng Manéier fir eranzekommen oder erauszekommen
Accident	SUBST	accident	crash, mishap	gëschter Owend hat e jonke Chauffer e schwéiert Accident 	ACCIDENT1UNI1	an unfortunate mishap; especially one causing damage or injury	0.6399228572845459	e bedauerleche Feeler; besonnesch e Feeler, deen e Schued oder e Verletzungsfall verursaacht
adoptéieren	VRB	to pass	a bill, a law	de Gesetzesprojet gouf an der Nuecht eestëmmeg adoptéiert 	ADOPTEIEREN1UNI3	make laws, bills, etc. or bring into effect by legislation	0.649472713470459	Gesetz, Gesetzesprojeten etc. maachen oder duerch Gesetzgebung an d'Kraaft bréngen
Äerdbier	SUBST	strawberry	fruit	ech hunn de Kuch mat enger Äerdbier dekoréiert 	AERDBIER1UNI3	sweet fleshy red fruit	0.7234505414962769	Séiss Fleeschrot
Äerdbier	SUBST	strawberries	fruits	dëst Joer war d'Äerdbier fréi zeideg 	AERDBIER2UNI2	sweet fleshy red fruit	0.64866042137146	Séiss Fleeschrot
Aféierung	SUBST	introduction	of something new	duerch d'Aféierung vum Computer huet d'Bürosaarbecht sech staark verännert 	AFEIERUNG1UNI1	the act of beginning something new	0.6319670677185059	den Akt, eppes Neies ze fänken
Affektatioun	SUBST	post	job	ech kréien eng Affektatioun bei der Gemeng 	AFFEKTATIOUN1UNI2	a job in an organization	0.6154343485832214	eng Aarbecht an enger Organisatioun
ageheien	VRB	to post	a letter	ech muss d'Bréiwer den Owend nach ageheien 	AGEHEIEN1UNI1	the delivery and collection of letters and packages	0.630477249622345	d'Liwwerung an d'Sammelung vu Bréiwer a Paketen
Agence	SUBST	agency	official department	d'Regierung huet hir nei Agence fir Entwécklungshëllef virgestallt 	AGENCE1UNI3	an administrative unit of government	0.6121066212654114	eng administrativ Eenheet vun der Regierung
Aggressioun	SUBST	aggression	aggressive attitude	säi Mësserfolleg huet Aggressioune bei him provozéiert 	AGGRESSIOUN1UNI2	a disposition to behave aggressively	0.7307006120681763	eng Tendenz fir aggressiv ze sinn
Aggressivitéit	SUBST	aggressiveness	violent disposition	ech reagéiere meng Aggressivitéit duerch Boxen of 	AGGRESSIVITEIT1UNI1	a natural disposition to be hostile	0.6887304186820984	eng natierlech Tendenz fir feindlech ze sinn
Agrement	SUBST	licence	authorization	fir eng konventionéiert Crèche däerfen opzemaachen, brauch een en Agrement vum zoustännege Ministère 	AGREMENT1UNI1	authorize officially	0.727744996547699	autoriséieren offiziell
Ahorn	SUBST	maple	wood	eisen neie Schaf ass aus Ahorn 	AHORN1UNI2	wood of any of various maple trees; especially the hard close-grained wood of the sugar maple; used especially for furniture and flooring	0.6080300807952881	Holz vun all verschiddene Ahornbäumen; besonnesch dat haart, enkkornegt Holz vum Zucker Ahorn; besonnesch fir Miwwelen a Buedem benotzt
äiseg	ADJ	icy	freezing	no där äiseger Wanternuecht war de Séi zougefruer 	AISEG1UNI1	extremely cold	0.6538479924201965	extrem kal
äiseg	ADJ	icy	unfriendly	déi zwee Géigner sëtze sech mat äisege Minne géintiwwer 	AISEG1UNI2	devoid of warmth and cordiality; expressive of unfriendliness or disdain	0.6693342328071594	ouni Häerzlechkeet a Frëndschaft; ausgedréckt mat Feindseligkeet oder Verachtung
akleeden	VRB	to dress	to supply with clothes	fir an de Wantersport mussen d'Kanner nach uerdentlech agekleet ginn 	AKLEEDEN1UNI1	provide with clothes or put clothes on	0.6650705933570862	mat Kleeder verschaffen oder Kleeder undoen
akustesch	ADJ	acoustic	related to sound	d'Rout Luucht ass mat engem akustesche Signal fir blann Leit ekipéiert 	AKUSTESCH1UNI1	of or relating to the science of acoustics	0.6696269512176514	vun oder am Zesummenhang mat der Wëssenschaft vun der Akustik
Akzent	SUBST	stress	emphasis, importance	am President senger Neijoerschried louch den Akzent op de positiven Aspekter vum vergaangene Joer 	AKZENT1UNI2	special emphasis attached to something	0.7229441404342651	speziell Betonung, déi mat eppes verbonne ass
akzeptéieren	VRB	to accept	to tolerate	eise Chef akzeptéiert absolut keng Kritik 	AKZEPTEIEREN1UNI3	tolerate or accommodate oneself to	0.7163106799125671	toleréieren oder sech un
Alarm	SUBST	alarm	warning sound	wien huet den Alarm ausgeléist? 	ALARM1UNI1	an automatic signal (usually a sound) warning of danger	0.7016891837120056	en automatescht Signal (normalerweis en Toun) fir Gefor ze warnen
Alert	SUBST	alarm	warning signal	zéng Minutten no der Alert war d'Rettungsekipp op der Plaz vum Accident 	ALERT1UNI1	an automatic signal (usually a sound) warning of danger	0.6560128927230835	en automatescht Signal (normalerweis en Toun) fir Gefor ze warnen
alkoholesch	ADJ	alcoholic	containing alcoholic	et ass verbueden, alkoholescht Gedrénks u Jonker ënner siechzéng Joer ze verkafen 	ALKOHOLESCH1UNI1	characteristic of or containing alcohol	0.6099938154220581	charakteristesch fir Alkohol oder Alkohol enthalen
All	SUBST	space	universe	d'Astronauten hu sech mat hirer Rakéit op de Wee an den All gemaach 	ALL1UNI1	the unlimited expanse in which everything is located	0.6061731576919556	déi onbegrenzte Weit, an där alles läit
alliéiert	ADJ	allied	by treaty, by agreement	déi alliéiert Zaldote goufen agesat, fir de Fridden ze sécheren 	ALLIEIERT1UNI1	joined by treaty or agreement	0.80345618724823	mat engem Vertrag oder Accord ugeschloss
alternativ	ADJ	alternative	offering a choice	mir kruten zwou alternativ Propositioune gemaach 	ALTERNATIV1UNI2	necessitating a choice between mutually exclusive possibilities	0.6188945770263672	eng Wiel tëscht géigesäiteg ausschléissende Méiglechkeeten erfuerderen
Amalgam	SUBST	amalgam	combination	bleif objektiv a maach net en Amalgam vu Fakten an Hypotheesen! 	AMALGAM1UNI2	a combination or blend of diverse things	0.6166420578956604	eng Kombinatioun oder Mëschung vu verschiddene Saachen
Amateur	SUBST	lover	devotee, fan	se sinn allen dräi grouss Amateure vu klassescher Musek 	AMATEUR1UNI1	an ardent follower and admirer	0.6731396317481995	en enthusiastesche Follower an Bewonnerer
Amateur	SUBST	amateur	unprofessional person	seng Aarbecht ass net ze gebrauchen, hien ass e richtegen Amateur 	AMATEUR1UNI3	lacking professional skill or expertise	0.6048738956451416	Mangel u professionelle Fäegkeeten oder Expertise
Ambassade	SUBST	embassy	diplomatic representation	eis Ambassade huet en ausféierleche Rapport iwwer d'politesch Situatioun am Land redigéiert 	AMBASSADE1UNI1	an ambassador and his entourage collectively	0.6677582859992981	en Ambassadeur a säi Begleedung kollektiv
Ambassadeur	SUBST	ambassador	diplomat	de Staatschef huet déi nei Ambassadeuren empfaangen 	AMBASSADEUR1UNI1	a diplomat of the highest rank; accredited as representative from one country to another	0.6706075072288513	e Diplomat vum héchsten Rang; akkreditéiert als Vertrieder vun engem Land an engem aneren
Ambassadeur	SUBST	ambassador	representative	den Orchester ass e kulturellen Ambassadeur fir eist Land 	AMBASSADEUR1UNI2	an informal representative	0.6648910045623779	en informellen Vertrieder
Ambiance	SUBST	atmosphere	surroundings	d'Ambiance am Hotelszëmmer huet eng berouegend Wierkung op mech 	AMBIANCE1UNI2	a particular environment or surrounding influence	0.6195515394210815	eng speziell Ëmwelt oder Ëmgéigend
Ament	SUBST	moment	point in time	dat war e wichtegen Ament a mengem Liewen 	AMENT1UNI2	a particular point in time	0.6692096590995789	e bestëmmte Punkt an der Zäit
Anachronismus	SUBST	anachronism	thing belonging to a different period	d'Gesetz ass en Anachronismus a soll esou séier wéi méiglech geännert ginn 	ANACHRONISMUS1UNI2	an artifact that belongs to another time	0.730836808681488	e Artefakt, deen zu enger anerer Zäit gehéiert
anachronistesch	ADJ	anachronistic	misplaced chronologically	eng Auer an engem Film iwwer d'Urmënschen ass en anachronistescht Element 	ANACHRONISTESCH1UNI2	chronologically misplaced	0.9727715849876404	chronologesch falsch
Anatomie	SUBST	anatomy	bodily structure	dem Af seng Anatomie gläicht där vum Mënsch 	ANATOMIE1UNI2	alternative names for the body of a human being	0.6308131814002991	Alternativ Nimm fir de Kierper vun engem Mënsch
andämmen	VRB	to contain	to control, to limit	d'Doktere ginn sech Méi, fir d'Epidemie anzedämmen 	ANDAMMEN1UNI1	lessen the intensity of; temper; hold in restraint; hold or keep within limits	0.6301775574684143	d'Intensitéit vun; temperament; an der Réckzuch halen; halen oder halen an Grenzen
änneren	VRB	to change	to alter	deen Text ass schonn zweemol geännert ginn 	ANNEREN1UNI1	the action of changing something	0.6865001320838928	d'Aktioun eppes z'änneren
änneren	VRB	to change	to vary, to alter	eis Cheffin ännert opfälleg dacks hir Meenung 	ANNEREN1UNI2	the result of alteration or modification	0.6789047718048096	d'Resultat vun der Verännerung oder der Modifikatioun
änneren	VRB	to change	to become different	rechen net dermat, datt dee Knouterer sech nach jee eng Kéier ännert ! 	ANNEREN1UNI3	become different in some particular way, without permanently losing one's or its former characteristics or essence	0.6923227906227112	an enger bestëmmter Manéier anescht ginn, ouni permanent seng oder hir fréier Charakteristiken oder Essenz ze verléieren
änneren	VRB	to change	to become different	rechen net dermat, datt dee Knouterer nach jee eng Kéier ännert ! 	ANNEREN1UNI4	become different in some particular way, without permanently losing one's or its former characteristics or essence	0.6923227906227112	an enger bestëmmter Manéier anescht ginn, ouni permanent seng oder hir fréier Charakteristiken oder Essenz ze verléieren
Ännerung	SUBST	change	modification, alteration	d'Deputéiert hunn eng Ännerung vum Gesetzestext virgeschloen 	ANNERUNG1UNI1	the result of alteration or modification	0.8138492107391357	d'Resultat vun der Verännerung oder der Modifikatioun
Ännerung	SUBST	change	modification, alteration	et ass eng Ännerung an der Luucht 	ANNERUNG1UNI1_EGS	the result of alteration or modification	0.8138492107391357	d'Resultat vun der Verännerung oder der Modifikatioun
Anorexie	SUBST	anorexia	loss of appetite	am Fall vun Anorexie huet de Patient keen Hongergefill a keen Appetit 	ANOREXIE1UNI1	a prolonged disorder of eating due to loss of appetite	0.7327849268913269	eng laangfristeg Iessstéierung wéinst Appetitlosegkeet
Anstalt	SUBST	asylum	mental hospital	an der Anstalt gëtt hien all Dag vun enger Psychologin betreit 	ANSTALT1UNI2	a hospital for mentally incompetent or unbalanced person	0.7524117231369019	eng Klinik fir mental Inkompetent oder onbalancéiert Persoun
antik	ADJ	antique	old and collectable	hien huet en anticke Lüster am Gank hänken 	ANTIK1UNI1	shop for antiques	0.6216146349906921	Antiquitéit
antik	ADJ	ancient	very old	d'Archeologe sinn op d'Ruine vun engem anticken Theater aus der Réimerzäit gestouss 	ANTIK1UNI2	very old	1.0	ganz al
apassen	VRB	to fit	to make the right size, to position	de Schräiner passt e Briet an de Schaf an 	APASSEN1UNI1	be the right size or shape; fit correctly or as desired	0.6678259372711182	déi richteg Gréisst oder Form hunn; richteg oder wéi gewënscht passen
Apostel	SUBST	Apostle	follower of Jesus Christ	an der Bibel geet rieds vun zwielef Apostelen 	APOSTEL1UNI1	(New Testament) one of the original 12 disciples chosen by Christ to preach his gospel	0.6098197102546692	(Neit Testament) ee vun den ursprénglechen 12 Jünger, déi de Christus gewielt huet, fir säi Evangelium ze verkënnegen
apostoulesch	ADJ	apostolic	relating to the Apostles	mir goufe geléiert, un déi eng, helleg, kathoulesch an apostoulesch Kierch ze gleewen 	APOSTOULESCH1UNI1	of or relating to or deriving from the Apostles or their teachings	0.846702516078949	vun oder am Zesummenhang mat oder ofgeleet vun den Apostelen oder hir Léier
apostoulesch	ADJ	apostolic	relating to the Pope	de Poopst huet en apostoulescht Schreiwes publizéiert 	APOSTOULESCH1UNI2	proceeding from or ordered by or subject to a pope or the papacy regarded as the successor of the Apostles	0.6754505038261414	aus oder bestallt vun oder ënnerworf engem Poopst oder dem Päppestum als Nofolger vun den Apostelen
Aquarell	SUBST	watercolour	painting	mir waren eng Ausstellung mat Aquarelle vu bekannten englesche Moler kucken 	AQUARELL1UNI1	a painting produced with watercolors	0.6385831832885742	e Bild mat Aquarell produzéiert
Aquarium	SUBST	aquarium	fish tank	ech hu vill exotesch Fësch a mengem Aquarium 	AQUARIUM1UNI1	a tank or pool or bowl filled with water for keeping live fish and underwater animals	0.6503748893737793	e Tank oder Pool oder e Schossel, dee mat Waasser gefëllt ass, fir lieweg Fësch an Ënnerwaasserdéieren ze halen
Araber	SUBST	Arab	horse	de Reider huet mat sengem Araber d'Goldmedail gewonnen 	ARABER1UNI2	a spirited graceful and intelligent riding horse native to Arabia	0.6504731178283691	e geeschtege, graziéise a intelligente Reiterpferd, deen aus Arabien stammt
Archiv	SUBST	archive	collection of records or documents	dëst Dokument fënnt ee sécher am nationalen Archiv 	ARCHIV1UNI2	a depository containing historical records and documents	0.7085222005844116	eng Depositioun mat historesche Rekord an Dokumenter
arëtzen	VRB	to carve	to engrave	déi jonk Koppel huet en Häerz mat hiren Initialen an e Bam agerëtzt 	ARETZEN1UNI1	engrave or cut by chipping away at a surface	0.6097080707550049	engraver oder schneiden duerch d'Schiff vun enger Uewerfläch
Arméi	SUBST	army	military forces	déi zwou Arméien hate grouss Verloschter 	ARMEI1UNI1	a permanent organization of the military land forces of a nation or state	0.6456295847892761	eng permanent Organisatioun vun de militäresche Landkraaft vun enger Natioun oder engem Staat
Arrêt	SUBST	stop	halt	den Zuch mécht zu Miersch nëmmen e kuerzen Arrêt 	ARRET1UNI2	come to a halt, stop moving	0.6396685838699341	stoppt, net méi bewegen
Arrivée	SUBST	arrival	process of arriving	mir hunn de Moment eng reegelméisseg Arrivée vu Flüchtlingen ouni Pabeieren 	ARRIVEE1UNI2	the act of arriving at a certain place	0.7332230806350708	d'Aktioun vun der Arrivée op eng bestëmmte Plaz
Artikel	SUBST	clause	in a legal document, in a contract	den Artikel 5 vum Gesetzesprojet gouf vun der Kommissioun amendéiert 	ARTIKEL1UNI2	a separate section of a legal document (as a statute or contract or will)	0.6733800768852234	eng separat Sektioun vun engem juristesche Dokument (als Statut oder Kontrakt oder Testament)
Artillerie	SUBST	artillery	branch of the army	déi feindlech Artillerie réckelt ëmmer méi no 	ARTILLERIE1UNI2	an army unit that uses big guns	0.6685543060302734	eng Arméi-Eenheet, déi grouss Kanonen benotzt
aschreiwen	VRB	to note	to write down	de Personalchef schreift all Dag d'Absencen an 	ASCHREIWEN1UNI1	make a written note of	0.7035776376724243	schreiwen eng Notiz vun
aspanen	VRB	to clamp	to fasten	span d'Staang an de Schraufstack an ! 	ASPANEN1UNI2	fasten or fix with a clamp	0.6537195444107056	fest oder fixéiert mat enger Klammer
astronomesch	ADJ	astronomic	enormous	fir eist Boot hu mer en astronomesche Präis bezuelt! 	ASTRONOMESCH1UNI2	inconceivably large	0.7176711559295654	ondenkbar grouss
athleetesch	ADJ	athletic	relating to athletics	ech bréngen déi komplizéiert athleetesch Übungen do net fäerdeg 	ATHLEETESCH1UNI1	relating to or befitting athletics or athletes	0.8543497323989868	mat Athletik oder Athleten ze dinn oder ze passen
Attack	SUBST	attack	criticism	d'Attacke vun der Oppositioun waren net berechtegt 	ATTACK1UNI2	strong criticism	0.7125605344772339	staark Kritik
Auditoire	SUBST	audience	spectators or listeners	de Riedner huet den Auditoire mat sengen Argumenter iwwerzeegt 	AUDITOIRE1UNI1	a gathering of spectators or listeners at a (usually public) performance	0.6880853772163391	eng Versammlung vu Zuschauer oder Nolauschterer bei enger (normalerweis ëffentlecher) Performance
Augmentatioun	SUBST	rise	increase	hatt hätt endlech gären eng Augmentatioun vu senger Pai 	AUGMENTATIOUN1UNI1	increase in volume	0.6335985660552979	Volume-Erhéijung
ausbeuten	VRB	to exploit	to take advantage of	dee Patron ass bekannt derfir, datt e seng Aarbechter ausbeut 	AUSBEUTEN1UNI1	use or manipulate to one's advantage	0.6477750539779663	Benotzt oder manipuléiert fir e Virdeel ze hunn
Ausbeutung	SUBST	exploitation	victimization	hir Organisatioun setzt sech géint d'Ausbeutung vun de Kanner an 	AUSBEUTUNG1UNI1	an act that exploits or victimizes someone (treats them unfairly)	0.6447762250900269	eng Handlung, déi een ausnotzt oder als Affer mécht (se ongerecht behandelt)
ausbilden	VRB	to train	to instruct	hien huet all eis Mataarbechter ausgebilt 	AUSBILDEN1UNI1	teach and supervise (someone); act as a trainer or coach (to), as in sports	0.608909547328949	léieren a kontrolléieren (iemand); als Trainer oder Coach (zu) handelen, wéi am Sport
Ausbroch	SUBST	eruption	of a volcano	beim Ausbroch vum Vulkan ass vill Magma ausgetrueden 	AUSBROCH1UNI1	(of volcanos) pouring out fumes or lava (or a deposit so formed)	0.7032275795936584	(Vulkaner) déi Damp oder Lava ausstralen (oder eng sou geformt Depositioun)
auserneen	ADV	apart	distant from each other	wéi wäit sinn déi zwou Uertschaften auserneen ? 	AUSERNEEN1UNI1	separated or at a distance in place or position or time	0.7511719465255737	getrennt oder op enger Distanz op der Plaz oder Positioun oder Zäit
auserneen	ADV	apart	distant from each other	eis Nopere sinn zënter Kuerzem auserneen 	AUSERNEEN1UNI1_EGS	separated or at a distance in place or position or time	0.7511719465255737	getrennt oder op enger Distanz op der Plaz oder Positioun oder Zäit
ausgoen	VRB	to die	to stop working	ech muss mam Auto an d'Garage, well de Motor haut zweemol ausgaangen ass 	AUSGOEN1UNI3	stop operating or functioning	0.6151272058486938	Operatioun oder Funktioun stoppen
Ausland	SUBST	abroad	foreign country	eis zwee Kanner wunnen am Ausland 	AUSLAND1UNI1	in a foreign country	0.7917303442955017	an engem auslännesche Land
ausmaachen	VRB	to bother	to disturb, to upset	wann et Iech näischt ausmécht , géif ech Iech gären e puer Froe stellen 	AUSMAACHEN1UNI3	cause annoyance in; disturb, especially by minor irritations	0.7767115831375122	verursaache Stéierungen an; stéieren, besonnesch duerch kleng Reizungen
ausnotzen	VRB	to exploit	to make use of	hien huet et fäerdegbruecht, d'Situatioun optimal auszenotzen 	AUSNOTZEN1UNI1	draw from; make good use of	0.6439937949180603	aus; gutt benotzen
ausnotzen	VRB	to exploit	to take advantage of	dee Patron notzt d'Stagiairen aus 	AUSNOTZEN1UNI2	use or manipulate to one's advantage	0.6477750539779663	Benotzt oder manipuléiert fir e Virdeel ze hunn
Ausried	SUBST	excuse	justification	hatt huet no enger Ausried gesicht, fir net musse mat him an de Kino ze goen 	AUSRIED1UNI1	serve as a reason or cause or justification of	0.6320908069610596	als Grond oder Ursaach oder Justifikatioun vun
ausriichten	VRB	to align	to arrange in line	de Bauer huet d'Péil vun der Perch ausgeriicht 	AUSRIICHTEN1UNI3	place in a line or arrange so as to be parallel or straight	0.7921107411384583	Plaz an enger Linn oder arrange sou datt parallel oder riets
ausschëdden	VRB	to empty	a container	schëtt de Krou aus ! 	AUSSCHEDDEN1UNI1	a container that has been emptied	0.704635500907898	e Container deen ausgedoen gouf
ausschëdden	VRB	to empty	a container	d'Kand huet senger Mamm säin Häerz ausgeschott 	AUSSCHEDDEN1UNI1_EGS	a container that has been emptied	0.704635500907898	e Container deen ausgedoen gouf
auswerfen	VRB	to cast	a fishing line	d'Fëscher hunn d'Aangel ausgeworf 	AUSWERFEN1UNI1	the act of throwing a fishing line out over the water by means of a rod and reel	0.6397079229354858	d'Aktioun vun engem Fëschlinn iwwer d'Waasser mat engem Stéck a Roll ze werfen
Auteur	SUBST	author	writer	den Auteur schafft un engem neie Roman 	AUTEUR1UNI1	be the author of	0.6955666542053223	ass den Auteur vun
autistesch	ADJ	autistic	suffering from autism	hatt schafft an engem Foyer fir autistesch Kanner 	AUTISTESCH1UNI1	characteristic of or affected with autism	0.6902152299880981	charakteristesch fir oder betraff mat Autismus
autistesch	ADJ	autistic	characteristic of autism	a sengem Behuele weist d'Kand autistesch Symptomer 	AUTISTESCH1UNI2	characteristic of or affected with autism	0.8913791179656982	charakteristesch fir oder betraff mat Autismus
automatesch	ADJ	automatic	instinctive, involuntary	bei greller Luucht pëtzt een d'Aen automatesch zou 	AUTOMATESCH1UNI2	without volition or conscious control	0.6117299199104309	ouni Wëllen oder bewosst Kontroll
Autoritéit	SUBST	authority	administrative body	d'Autoritéite vu béide Länner hunn effikass zesummegeschafft 	AUTORITEIT1UNI1	an administrative unit of government	0.7900401949882507	eng administrativ Eenheet vun der Regierung
Autoritéit	SUBST	authority	specialist, expert	hien ass eng bekannten Autoritéit op sengem Gebitt 	AUTORITEIT1UNI4	an expert whose views are taken as definitive	0.6158652305603027	en Expert, deem seng Meenungen als definitiv geholl ginn
avantagéieren	VRB	to favour	to privilege	et soll kee wéinst enger Parteikaart avantagéiert ginn 	AVANTAGEIEREN1UNI1	bestow a privilege upon	0.6257871389389038	eng Privileg op
Aviatioun	SUBST	flying	aviation	mäi Jong ass vun der Aviatioun begeeschtert a wëllt Pilot ginn 	AVIATIOUN1UNI1	operate an airplane	0.6094931364059448	e Fliger bedreiwen
awerfen	VRB	to post	a letter	vergiess net, de Bréif anzewerfen ! 	AWERFEN1UNI1	the delivery and collection of letters and packages	0.630477249622345	d'Liwwerung an d'Sammelung vu Bréiwer a Paketen
Awunnerzuel	SUBST	population	number of inhabitants	d'Awunnerzuel ass an de leschte Jore staark an d'Luucht gaangen 	AWUNNERZUEL1UNI1	the number of inhabitants (either the total number or the number of a particular race or class) in a given place (country or city etc.)	0.6769396066665649	d'Zuel vun de Bewunner (entweder déi total Zuel oder d'Zuel vun enger bestëmmter Rass oder Klass) an enger bestëmmter Plaz (Land oder Stad asw.)
baggeren	VRB	to dig	to work with a digger	um Chantier gëtt bis owes spéit gebaggert 	BAGGEREN1UNI1	the act of digging	0.6136833429336548	d'Aktioun vum Graben
bäissen	VRB	to bite	to sink one's teeth in something	de Pätter kann net méi bäissen 	BAISSEN1UNI4	the act of gripping or chewing off with the teeth and jaws	0.6496980786323547	d'Aktioun vum Greiwen oder Kauen mat den Zänn an de Kiefer
bäissen	VRB	to bite	to sink one's teeth in something	de blesséierte Sportler huet op d'Zänn gebass 	BAISSEN1UNI4_EGS	the act of gripping or chewing off with the teeth and jaws	0.6496980786323547	d'Aktioun vum Greiwen oder Kauen mat den Zänn an de Kiefer
bäisteieren	VRB	to contribute	to provide	steiert dir d'Gedrénks bäi , da brénge mir d'Iesse mat! 	BAISTEIEREN1UNI1	provide	0.7596684694290161	ginn
Bak	SUBST	cheek	part of the face	d'Patientin huet de rietse Bak déck geschwollen 	BAK1UNI1	either side of the face below the eyes	0.7041643857955933	all Säit vum Gesiicht ënner den Aen
Bak	SUBST	cheek	part of the face	hal de Bak ! 	BAK1UNI1_EGS	either side of the face below the eyes	0.7041643857955933	all Säit vum Gesiicht ënner den Aen
Balance	SUBST	balance	equilibrium	de Seeldänzer däerf d'Balance net verléieren, soss riskéiert en erofzefalen 	BALANCE1UNI1	be in equilibrium	0.8582607507705688	am Gläichgewiicht sinn
Ballad	SUBST	ballad	poem	wann ech déi Ballad liesen, ginn ech ganz melancholesch 	BALLAD1UNI1	a narrative poem of popular origin	0.6090030670166016	e narrativt Gedicht vu populärem Urspronk
balucken	VRB	to squint	to be cross-eyed	well eise Klenge staark baluckt , loosse mer e mat den Aen operéieren 	BALUCKEN1UNI1	be cross-eyed; have a squint or strabismus	0.7542828917503357	Kräizeg Aen hunn; hunn eng Strapp oder Strabismus
Band	SUBST	gang	group of criminals	eng Band Täschendéif mécht d'Stad onsécher 	BAND2UNI2	an association of criminals	0.8289496302604675	eng Associatioun vu Krimineller
Band	SUBST	band	of musicians	déi Jonk hu begeeschtert gejaut, wéi d'Band op d'Bün koum 	BAND4UNI1	instrumentalists not including string players	0.6545997262001038	Instrumentalisten ausser Stringspiller
Bänk	SUBST	bench	seat	déi al Koppel sëtzt gären am Park op enger Bänk 	BANK2UNI1	a long seat for more than one person	0.6125813722610474	e laange Sëtz fir méi wéi eng Persoun
bannenan	ADV	inside	indoors	elo huet dee Klautjen d'Dier zougezunn an de Schlëssel bannena leie gelooss! 	BANNENAN1UNI1	within a building	0.7484585046768188	an engem Gebai
bannenzeg	ADJ	inside	on the inner side	de Schlëssel ass an der bannenzeger Täsch vu mengem Mantel 	BANNENZEG1UNI1	away from the outer edge	0.6079378128051758	ewech vun der baussenzeger Rand
bannescht	ADJ	inside	on the inner side	ech hunn e Lach an der banneschter Täsch vu mengem Paltong 	BANNESCHT1UNI1	away from the outer edge	0.6079378128051758	ewech vun der baussenzeger Rand
Bar	SUBST	bar	unit of pressure	am Tank ass en Drock vun dräi Bar 	BAR2UNI1	(meteorology) a unit of pressure equal to a million dynes per square centimeter	0.7190774083137512	(Meteorologie) eng Drockunitéit, déi engem Millioun Dyn pro Quadratzentimeter entsprécht
Barème	SUBST	scale	to measure amounts	d'Steiere ginn no engem gesetzlech festgeluechte Barème berechent 	BAREME1UNI1	a measuring instrument for weighing; shows amount of mass	0.7207554578781128	e Messinstrument fir d'Waage; weist d'Mass
